"",BBFB1.M.Y.DE.W1.S1.S1.T.C.S._Z._Z._Z._T._X.N,BBFB1.M.Y.DE.W1.S1.S1.T.C.S._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.Y.DE.W1.S1.S1.T.D.S._Z._Z._Z._T._X.N,BBFB1.M.Y.DE.W1.S1.S1.T.D.S._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.Y.DE.W1.S1.S1.T.C.SD._Z._Z._Z._T._X.N,BBFB1.M.Y.DE.W1.S1.S1.T.C.SD._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.Y.DE.W1.S1.S1.T.D.SD._Z._Z._Z._T._X.N,BBFB1.M.Y.DE.W1.S1.S1.T.D.SD._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.Y.DE.W1.S1.S1.T.C.IN1._Z._Z._Z._T._X.N,BBFB1.M.Y.DE.W1.S1.S1.T.C.IN1._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.Y.DE.W1.S1.S1.T.D.IN1._Z._Z._Z._T._X.N,BBFB1.M.Y.DE.W1.S1.S1.T.D.IN1._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.Y.DE.W1.S1.S1.T.C.D4P._T.F._Z._T._X.N,BBFB1.M.Y.DE.W1.S1.S1.T.C.D4P._T.F._Z._T._X.N_FLAGS,BBFB1.M.Y.DE.W1.S1.S1.T.D.D4P._T.F._Z._T._X.N,BBFB1.M.Y.DE.W1.S1.S1.T.D.D4P._T.F._Z._T._X.N_FLAGS
"",Current account / Services / Receipts / Rest of the World / Calendar and seasonally adjusted,,Current account / Services / Expenditure / Rest of the World / Calendar and seasonally adjusted,,Current account / Services / Travel / Receipts / Rest of the World / Calendar and seasonally adjusted,,Current account / Services / Travel / Expenditure / Rest of the World / Calendar and seasonally adjusted,,Current account / Primary income / Receipts / Rest of the World / Calendar and seasonally adjusted,,Current account / Primary income / Expenditure / Rest of the World / Calendar and seasonally adjusted,,Current account / Primary income / Investment income / Receipts / Rest of the World / Calendar and seasonally adjusted,,Current account / Primary income / Investment income / Expenditure / Rest of the World / Calendar and seasonally adjusted,
unit,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,
unit multiplier,billion,,billion,,billion,,billion,,billion,,billion,,billion,,billion,
last update,2022-03-15 14:40:30,,2022-03-15 14:40:33,,2022-03-15 14:40:31,,2022-03-15 14:40:34,,2022-03-15 14:40:29,,2022-03-15 14:40:32,,2022-03-15 14:40:28,,2022-03-15 14:40:31,
1991-01,8.08,,12.81,,2.05,,5.66,,11.65,,8.11,,9.55,,6.97,
1991-02,7.86,,13.02,,1.91,,5.65,,11.53,,8.04,,9.72,,6.95,
1991-03,8.04,,11.49,,1.98,,5.62,,10.65,,8.23,,8.86,,7.10,
1991-04,8.23,,12.62,,2.09,,5.57,,11.29,,8.57,,9.54,,7.29,
1991-05,8.50,,13.36,,2.06,,5.59,,11.57,,8.54,,10.30,,7.39,
1991-06,8.26,,11.40,,2.02,,5.43,,11.71,,11.05,,9.62,,9.88,
1991-07,8.42,,12.80,,2.20,,5.56,,11.58,,9.17,,9.79,,8.02,
1991-08,8.82,,13.47,,2.18,,5.58,,11.55,,8.70,,9.98,,7.50,
1991-09,8.38,,11.66,,2.12,,5.48,,11.50,,8.90,,10.07,,7.70,
1991-10,8.33,,13.00,,2.10,,5.62,,11.47,,9.20,,10.09,,7.88,
1991-11,8.36,,13.88,,2.04,,5.65,,11.27,,9.09,,10.17,,7.74,
1991-12,8.71,,12.02,,2.10,,5.92,,11.40,,9.63,,9.98,,8.37,
1992-01,8.10,,14.27,,1.97,,6.06,,11.43,,8.70,,9.93,,7.46,
1992-02,8.62,,14.31,,2.04,,6.08,,11.48,,8.68,,9.77,,7.29,
1992-03,8.09,,12.57,,2.00,,6.01,,11.13,,9.19,,9.47,,7.84,
1992-04,8.57,,14.05,,2.03,,6.03,,11.39,,8.96,,9.95,,7.65,
1992-05,8.23,,14.15,,1.97,,6.01,,11.66,,8.95,,10.41,,7.66,
1992-06,8.72,,12.99,,2.12,,6.03,,11.67,,9.78,,10.10,,8.56,
1992-07,8.04,,14.28,,2.03,,6.06,,12.04,,9.32,,10.02,,7.88,
1992-08,8.38,,14.22,,2.26,,6.00,,12.30,,9.28,,10.70,,8.04,
1992-09,8.35,,12.74,,2.09,,6.30,,11.55,,9.56,,10.05,,8.33,
1992-10,8.85,,15.06,,2.00,,6.07,,11.56,,9.25,,10.35,,8.10,
1992-11,8.42,,13.98,,2.04,,6.10,,11.24,,9.53,,10.28,,8.36,
1992-12,8.49,,13.31,,2.01,,6.32,,11.28,,8.80,,10.07,,7.59,
1993-01,8.13,,14.35,,2.05,,6.28,,11.69,,10.26,,10.62,,8.95,
1993-02,8.26,,14.39,,2.04,,6.37,,11.94,,10.29,,10.36,,9.00,
1993-03,8.36,,12.95,,1.96,,6.43,,11.79,,9.95,,10.10,,8.68,
1993-04,8.49,,14.98,,2.23,,6.31,,11.95,,10.45,,10.75,,9.21,
1993-05,8.11,,14.13,,2.04,,6.15,,11.30,,9.86,,10.11,,8.58,
1993-06,8.35,,13.59,,2.06,,6.53,,11.86,,9.42,,9.95,,8.14,
1993-07,8.64,,15.04,,1.99,,6.32,,11.27,,9.45,,10.05,,8.20,
1993-08,8.08,,14.27,,2.04,,6.32,,11.15,,9.81,,9.96,,8.62,
1993-09,8.83,,13.61,,2.06,,6.37,,11.26,,10.18,,9.84,,8.88,
1993-10,8.25,,14.64,,1.98,,6.34,,11.19,,10.14,,9.83,,8.86,
1993-11,8.54,,14.93,,2.12,,6.40,,11.18,,9.89,,9.51,,8.67,
1993-12,8.08,,13.29,,2.04,,6.61,,11.46,,9.24,,9.77,,8.05,
1994-01,9.18,,14.68,,2.01,,6.75,,10.72,,10.80,,9.53,,9.54,
1994-02,8.05,,15.17,,1.92,,6.89,,10.16,,10.42,,8.91,,9.11,
